date,region,city,crime_type,latitude,longitude,severity
2024-07-21,Северо-Казахстанская область,Петропавловск,Мошенничество,54.9258,69.2086,3
2024-07-21,Костанайская область,Костанай,Мошенничество,53.1862,63.7064,2
2024-07-21,Западно-Казахстанская область,Уральск,Грабёж,51.2969,51.4416,3
2024-07-21,Шымкент,Шымкент,Разбой,42.3201,69.6842,4
2024-07-22,Шымкент,Шымкент,Мошенничество,42.3924,69.6068,3
2024-07-22,Павлодарская область,Павлодар,Кража,52.1993,76.8805,1
2024-07-22,Астана,Астана,Грабёж,51.2315,71.3519,2
2024-07-23,Астана,Астана,Кража,51.0849,71.3582,1
2024-07-23,Астана,Астана,Кража,51.1686,71.3497,1
2024-07-23,Павлодарская область,Павлодар,Кража,52.3568,77.0459,1
2024-07-23,Мангистауская область,Актау,Кража,43.735,51.162,2
2024-07-23,Астана,Астана,Кража,51.179,71.4053,1
2024-07-23,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9894,82.6191,2
2024-07-23,Астана,Астана,Разбой,51.1403,71.4531,3
2024-07-24,Алматы,Алматы,Кража,43.2768,76.9438,1
2024-07-25,Карагандинская область,Караганда,Кража,49.7429,73.1284,1
2024-07-25,Алматинская область,Талдыкорган,Грабёж,43.2855,76.9102,2
2024-07-25,Алматинская область,Талдыкорган,Изнасилование,43.143,76.9263,4
2024-07-25,Алматинская область,Талдыкорган,Кража,43.1894,76.885,2
2024-07-26,Шымкент,Шымкент,Мошенничество,42.3364,69.6088,3
2024-07-26,Алматы,Алматы,Кража,43.1279,76.9333,2
2024-07-26,Западно-Казахстанская область,Уральск,Кража,51.2828,51.3121,1
2024-07-26,Карагандинская область,Караганда,Мошенничество,49.8484,73.0812,2
2024-07-26,Алматы,Алматы,Разбой,43.2227,76.9482,4
2024-07-26,Алматы,Алматы,Грабёж,43.3212,76.8274,2
2024-07-26,Шымкент,Шымкент,Мошенничество,42.366,69.6644,3
2024-07-27,Астана,Астана,Кража,51.1456,71.4454,2
2024-07-27,Западно-Казахстанская область,Уральск,Кража,51.15,51.4105,2
2024-07-27,Алматинская область,Талдыкорган,Кража,43.2917,76.8528,1
2024-07-27,Алматы,Алматы,Кража,43.2813,76.8534,2
2024-07-28,Западно-Казахстанская область,Уральск,Грабёж,51.2902,51.4144,2
2024-07-28,Атырауская область,Атырау,Грабёж,47.0743,51.7917,2
2024-07-28,Алматы,Алматы,Разбой,43.2722,76.8458,3
2024-07-29,Астана,Астана,Кража,51.0749,71.3973,1
2024-07-29,Астана,Астана,Кража,51.1155,71.5176,2
2024-07-29,Акмолинская область,Кокшетау,Кража,51.2139,71.4294,1
2024-07-30,Астана,Астана,Кража,51.188,71.3865,1
2024-07-30,Астана,Астана,Кража,51.0866,71.4512,1
2024-07-30,Алматы,Алматы,Мошенничество,43.1848,76.8237,3
2024-07-31,Атырауская область,Атырау,Разбой,47.0679,51.9158,3
2024-07-31,Алматы,Алматы,Кража,43.1474,76.7894,2
2024-07-31,Алматы,Алматы,Грабёж,43.271,76.7533,2
2024-07-31,Атырауская область,Атырау,Убийство,47.0575,51.81,5
2024-07-31,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9514,82.6984,1
2024-08-01,Алматинская область,Талдыкорган,Грабёж,43.1509,76.9407,3
2024-08-01,Карагандинская область,Караганда,Разбой,49.8217,73.0216,4
2024-08-01,Жамбылская область,Тараз,Кража,42.9143,71.4518,2
2024-08-02,Алматы,Алматы,Кража,43.1936,76.8124,1
2024-08-02,Актюбинская область,Актобе,Разбой,50.3047,57.1525,3
2024-08-03,Западно-Казахстанская область,Уральск,Кража,51.2018,51.4703,2
2024-08-03,Алматы,Алматы,Грабёж,43.2556,76.9037,3
2024-08-03,Акмолинская область,Кокшетау,Кража,51.2545,71.3957,1
2024-08-03,Акмолинская область,Кокшетау,Кража,51.1547,71.4712,2
2024-08-03,Шымкент,Шымкент,Мошенничество,42.3187,69.5562,2
2024-08-03,Шымкент,Шымкент,Кража,42.4262,69.5048,1
2024-08-04,Алматы,Алматы,Кража,43.1562,76.7729,1
2024-08-04,Астана,Астана,Разбой,51.2244,71.4925,3
2024-08-04,Астана,Астана,Кража,51.2026,71.5176,2
2024-08-05,Алматинская область,Талдыкорган,Кража,43.3177,76.8266,1
2024-08-05,Жамбылская область,Тараз,Разбой,42.8985,71.3507,3
2024-08-05,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.9653,82.609,4
2024-08-05,Атырауская область,Атырау,Разбой,47.1712,51.8781,4
2024-08-05,Карагандинская область,Караганда,Грабёж,49.7606,73.1138,2
2024-08-05,Алматы,Алматы,Кража,43.2812,76.9122,1
2024-08-06,Актюбинская область,Актобе,Разбой,50.2657,57.0669,4
2024-08-06,Туркестанская область,Туркестан,Разбой,43.3358,68.3296,4
2024-08-06,Акмолинская область,Кокшетау,Вымогательство,51.2131,71.4123,4
2024-08-07,Астана,Астана,Кража,51.2119,71.3959,1
2024-08-07,Акмолинская область,Кокшетау,Грабёж,51.1738,71.5337,2
2024-08-07,Карагандинская область,Караганда,Кража,49.7655,73.1715,2
2024-08-07,Алматы,Алматы,Грабёж,43.2888,76.9003,3
2024-08-07,Алматы,Алматы,Грабёж,43.1389,76.8688,2
2024-08-08,Астана,Астана,Кража,51.128,71.4094,1
2024-08-08,Алматинская область,Талдыкорган,Разбой,43.2915,76.8939,3
2024-08-08,Шымкент,Шымкент,Кража,42.2629,69.6523,1
2024-08-08,Атырауская область,Атырау,Кража,47.1532,51.7899,1
2024-08-09,Алматинская область,Талдыкорган,Мошенничество,43.2509,76.8339,3
2024-08-09,Астана,Астана,Кража,51.1238,71.3599,2
2024-08-09,Алматы,Алматы,Грабёж,43.1994,76.7709,2
2024-08-09,Павлодарская область,Павлодар,Вымогательство,52.3534,77.0032,4
2024-08-10,Шымкент,Шымкент,Мошенничество,42.4317,69.5599,2
2024-08-10,Шымкент,Шымкент,Грабёж,42.2849,69.654,2
2024-08-10,Астана,Астана,Разбой,51.1717,71.4801,3
2024-08-10,Атырауская область,Атырау,Разбой,47.173,51.9275,4
2024-08-10,Акмолинская область,Кокшетау,Кража,51.1797,71.5099,1
2024-08-11,Карагандинская область,Караганда,Разбой,49.8498,73.164,3
2024-08-11,Астана,Астана,Кража,51.0958,71.3545,2
2024-08-11,Астана,Астана,Кража,51.264,71.3613,2
2024-08-11,Астана,Астана,Грабёж,51.1469,71.3651,2
2024-08-11,Акмолинская область,Кокшетау,Разбой,51.1113,71.5089,4
2024-08-12,Шымкент,Шымкент,Разбой,42.3108,69.616,4
2024-08-13,Акмолинская область,Кокшетау,Кража,51.1559,71.4762,1
2024-08-13,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,49.9912,82.695,2
2024-08-14,Алматинская область,Талдыкорган,Разбой,43.122,76.7822,4
2024-08-14,Туркестанская область,Туркестан,Кража,43.3396,68.3103,1
2024-08-14,Астана,Астана,Кража,51.2595,71.4851,2
2024-08-14,Актюбинская область,Актобе,Кража,50.2747,57.0822,2
2024-08-14,Павлодарская область,Павлодар,Грабёж,52.2118,77.0488,3
2024-08-14,Жамбылская область,Тараз,Кража,42.9914,71.4363,2
2024-08-15,Алматы,Алматы,Разбой,43.2064,76.8792,3
2024-08-15,Астана,Астана,Грабёж,51.0753,71.4733,2
2024-08-15,Карагандинская область,Караганда,Кража,49.825,73.1633,2
2024-08-15,Северо-Казахстанская область,Петропавловск,Мошенничество,54.8088,69.1952,3
2024-08-16,Мангистауская область,Актау,Кража,43.6036,51.0919,2
2024-08-17,Алматы,Алматы,Грабёж,43.1715,76.8091,2
2024-08-17,Астана,Астана,Мошенничество,51.1537,71.5024,2
2024-08-17,Астана,Астана,Мошенничество,51.0749,71.3847,3
2024-08-18,Шымкент,Шымкент,Кража,42.4175,69.5946,2
2024-08-18,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0527,82.6773,2
2024-08-19,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.913,82.5986,3
2024-08-19,Алматинская область,Талдыкорган,Разбой,43.1943,76.8372,4
2024-08-19,Жамбылская область,Тараз,Кража,42.9403,71.4336,2
2024-08-19,Алматы,Алматы,Кража,43.2668,76.9203,2
2024-08-19,Атырауская область,Атырау,Кража,47.1003,51.8756,1
2024-08-20,Актюбинская область,Актобе,Грабёж,50.377,57.0931,2
2024-08-20,Актюбинская область,Актобе,Кража,50.2863,57.2308,1
2024-08-20,Северо-Казахстанская область,Петропавловск,Кража,54.8799,69.201,2
2024-08-20,Акмолинская область,Кокшетау,Кража,51.134,71.5256,2
2024-08-21,Алматинская область,Талдыкорган,Кража,43.2629,76.7552,2
2024-08-21,Астана,Астана,Кража,51.236,71.5185,2
2024-08-22,Костанайская область,Костанай,Убийство,53.1713,63.5414,5
2024-08-22,Алматы,Алматы,Кража,43.3072,76.8652,2
2024-08-22,Павлодарская область,Павлодар,Грабёж,52.3077,76.9403,2
2024-08-22,Карагандинская область,Караганда,Грабёж,49.8449,73.1277,3
2024-08-23,Восточно-Казахстанская область,Усть-Каменогорск,Мошенничество,50.0759,82.6999,2
2024-08-23,Северо-Казахстанская область,Петропавловск,Вымогательство,54.8736,69.1149,4
2024-08-23,Алматинская область,Талдыкорган,Кража,43.2646,76.7846,1
2024-08-24,Алматинская область,Талдыкорган,Грабёж,43.1313,76.7778,2
2024-08-25,Акмолинская область,Кокшетау,Кража,51.1465,71.3917,1
2024-08-25,Северо-Казахстанская область,Петропавловск,Разбой,54.8724,69.182,4
2024-08-25,Атырауская область,Атырау,Кража,47.1804,51.8163,1
2024-08-25,Мангистауская область,Актау,Кража,43.5894,51.2074,1
2024-08-25,Актюбинская область,Актобе,Мошенничество,50.2963,57.1874,3
2024-08-26,Алматинская область,Талдыкорган,Кража,43.2962,76.8742,2
2024-08-26,Павлодарская область,Павлодар,Грабёж,52.238,76.975,3
2024-08-27,Западно-Казахстанская область,Уральск,Вымогательство,51.2436,51.2818,4
2024-08-28,Алматы,Алматы,Грабёж,43.2279,76.7648,3
2024-08-28,Шымкент,Шымкент,Изнасилование,42.2568,69.6063,5
2024-08-28,Акмолинская область,Кокшетау,Кража,51.2265,71.47,2
2024-08-29,Алматы,Алматы,Кража,43.1927,76.783,2
2024-08-29,Астана,Астана,Грабёж,51.2111,71.3635,3
2024-08-29,Астана,Астана,Грабёж,51.1136,71.5396,3
2024-08-30,Алматы,Алматы,Кража,43.1469,76.8626,1
2024-08-30,Павлодарская область,Павлодар,Кража,52.1937,76.9928,2
2024-08-30,Жамбылская область,Тараз,Убийство,42.856,71.4346,5
2024-08-31,Северо-Казахстанская область,Петропавловск,Убийство,54.8571,69.0957,5
2024-08-31,Жамбылская область,Тараз,Кража,42.841,71.399,1
2024-08-31,Атырауская область,Атырау,Кража,47.126,51.8409,1
2024-09-01,Кызылординская область,Кызылорда,Разбой,44.7882,65.514,4
2024-09-01,Алматы,Алматы,Кража,43.31,76.8517,1
2024-09-01,Туркестанская область,Туркестан,Разбой,43.2116,68.277,3
2024-09-01,Алматы,Алматы,Грабёж,43.2192,76.7747,3
2024-09-01,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.9643,82.6542,4
2024-09-01,Шымкент,Шымкент,Кража,42.3008,69.5833,1
2024-09-01,Жамбылская область,Тараз,Кража,42.8931,71.3028,1
2024-09-02,Астана,Астана,Кража,51.2482,71.443,1
2024-09-02,Карагандинская область,Караганда,Грабёж,49.7927,73.0497,3
2024-09-02,Алматы,Алматы,Кража,43.2231,76.8849,2
2024-09-02,Актюбинская область,Актобе,Мошенничество,50.2786,57.1875,3
2024-09-02,Шымкент,Шымкент,Кража,42.3239,69.5164,1
2024-09-02,Карагандинская область,Караганда,Разбой,49.7939,73.1768,4
2024-09-03,Актюбинская область,Актобе,Разбой,50.3353,57.1145,4
2024-09-03,Западно-Казахстанская область,Уральск,Кража,51.2358,51.4227,1
2024-09-03,Акмолинская область,Кокшетау,Кража,51.1184,71.4747,1
2024-09-03,Актюбинская область,Актобе,Разбой,50.248,57.2659,3
2024-09-04,Северо-Казахстанская область,Петропавловск,Разбой,54.7993,69.1047,4
2024-09-04,Астана,Астана,Грабёж,51.2338,71.4746,2
2024-09-04,Туркестанская область,Туркестан,Вымогательство,43.3174,68.2656,3
2024-09-05,Павлодарская область,Павлодар,Разбой,52.3553,77.0649,4
2024-09-05,Алматы,Алматы,Грабёж,43.2,76.8996,3
2024-09-06,Астана,Астана,Разбой,51.2453,71.4169,3
2024-09-06,Карагандинская область,Караганда,Убийство,49.7858,73.1208,5
2024-09-06,Павлодарская область,Павлодар,Грабёж,52.213,77.0099,3
2024-09-06,Астана,Астана,Кража,51.237,71.3714,2
2024-09-06,Алматы,Алматы,Грабёж,43.1942,76.9125,3
2024-09-06,Северо-Казахстанская область,Петропавловск,Кража,54.9358,69.1005,1
2024-09-06,Павлодарская область,Павлодар,Грабёж,52.2711,77.0471,2
2024-09-07,Алматы,Алматы,Кража,43.1351,76.7976,1
2024-09-07,Алматы,Алматы,Мошенничество,43.1862,76.8233,3
2024-09-07,Алматы,Алматы,Кража,43.2833,76.7741,2
2024-09-07,Костанайская область,Костанай,Мошенничество,53.2341,63.5738,2
2024-09-07,Астана,Астана,Кража,51.0795,71.3586,1
2024-09-07,Алматинская область,Талдыкорган,Кража,43.3119,76.7873,1
2024-09-08,Астана,Астана,Грабёж,51.1264,71.3509,2
2024-09-08,Алматинская область,Талдыкорган,Кража,43.2235,76.8894,1
2024-09-08,Астана,Астана,Кража,51.2163,71.512,2
2024-09-08,Карагандинская область,Караганда,Кража,49.7331,73.1226,1
2024-09-08,Северо-Казахстанская область,Петропавловск,Кража,54.8702,69.1933,2
2024-09-09,Астана,Астана,Кража,51.2302,71.4604,2
2024-09-09,Шымкент,Шымкент,Кража,42.2898,69.5566,2
2024-09-09,Актюбинская область,Актобе,Кража,50.2844,57.146,1
2024-09-09,Шымкент,Шымкент,Кража,42.2476,69.5962,2
2024-09-09,Жамбылская область,Тараз,Грабёж,42.8449,71.3738,3
2024-09-10,Карагандинская область,Караганда,Грабёж,49.7904,73.0265,3
2024-09-10,Алматы,Алматы,Кража,43.206,76.9258,2
2024-09-10,Шымкент,Шымкент,Разбой,42.3537,69.6439,4
2024-09-10,Карагандинская область,Караганда,Кража,49.8274,73.1099,1
2024-09-10,Астана,Астана,Грабёж,51.1365,71.533,3
2024-09-10,Актюбинская область,Актобе,Кража,50.3158,57.223,1
2024-09-10,Туркестанская область,Туркестан,Кража,43.2212,68.1869,2
2024-09-10,Алматы,Алматы,Грабёж,43.2884,76.8226,2
2024-09-11,Западно-Казахстанская область,Уральск,Грабёж,51.147,51.3729,3
2024-09-11,Алматинская область,Талдыкорган,Кража,43.1427,76.7774,2
2024-09-11,Алматы,Алматы,Кража,43.1688,76.9328,1
2024-09-12,Шымкент,Шымкент,Разбой,42.4384,69.5507,4
2024-09-12,Северо-Казахстанская область,Петропавловск,Грабёж,54.9238,69.0538,3
2024-09-13,Восточно-Казахстанская область,Усть-Каменогорск,Изнасилование,49.9643,82.6844,4
2024-09-13,Алматы,Алматы,Кража,43.1728,76.7892,2
2024-09-14,Алматы,Алматы,Кража,43.1881,76.8563,1
2024-09-14,Астана,Астана,Грабёж,51.269,71.3688,2
2024-09-15,Карагандинская область,Караганда,Кража,49.705,73.087,2
2024-09-15,Актюбинская область,Актобе,Кража,50.2814,57.1151,2
2024-09-15,Алматы,Алматы,Кража,43.2343,76.8557,1
2024-09-15,Астана,Астана,Кража,51.2603,71.3588,1
2024-09-15,Астана,Астана,Грабёж,51.1251,71.3907,2
2024-09-15,Атырауская область,Атырау,Кража,47.0837,51.831,2
2024-09-16,Акмолинская область,Кокшетау,Мошенничество,51.1083,71.4502,2
2024-09-16,Акмолинская область,Кокшетау,Кража,51.2319,71.5423,1
2024-09-16,Астана,Астана,Грабёж,51.1881,71.4078,2
2024-09-17,Атырауская область,Атырау,Кража,47.0611,51.9408,2
2024-09-17,Шымкент,Шымкент,Кража,42.2767,69.5352,1
2024-09-17,Алматинская область,Талдыкорган,Кража,43.2382,76.9382,2
2024-09-17,Шымкент,Шымкент,Убийство,42.4092,69.611,5
2024-09-18,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,50.0018,82.6701,3
2024-09-18,Астана,Астана,Кража,51.1086,71.4447,2
2024-09-18,Алматы,Алматы,Разбой,43.2437,76.9498,3
2024-09-18,Алматинская область,Талдыкорган,Разбой,43.1601,76.9494,4
2024-09-18,Туркестанская область,Туркестан,Кража,43.3467,68.203,1
2024-09-18,Алматы,Алматы,Кража,43.1691,76.8067,1
2024-09-19,Карагандинская область,Караганда,Разбой,49.8851,73.1001,3
2024-09-19,Карагандинская область,Караганда,Грабёж,49.7099,73.1603,2
2024-09-19,Алматы,Алматы,Мошенничество,43.1652,76.919,2
2024-09-19,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9262,82.6729,2
2024-09-19,Северо-Казахстанская область,Петропавловск,Кража,54.8802,69.1988,2
2024-09-20,Астана,Астана,Разбой,51.1272,71.3707,3
2024-09-20,Астана,Астана,Грабёж,51.1345,71.5063,3
2024-09-20,Астана,Астана,Грабёж,51.2003,71.4069,3
2024-09-20,Алматы,Алматы,Разбой,43.1984,76.8485,3
2024-09-21,Алматы,Алматы,Грабёж,43.2103,76.7578,3
2024-09-21,Северо-Казахстанская область,Петропавловск,Кража,54.8085,69.2391,2
2024-09-21,Кызылординская область,Кызылорда,Кража,44.8686,65.547,1
2024-09-21,Астана,Астана,Кража,51.1375,71.356,2
2024-09-21,Павлодарская область,Павлодар,Грабёж,52.3044,76.9476,2
2024-09-22,Павлодарская область,Павлодар,Кража,52.3218,77.032,1
2024-09-22,Астана,Астана,Грабёж,51.1755,71.5146,3
2024-09-22,Алматы,Алматы,Разбой,43.2137,76.8022,4
2024-09-23,Актюбинская область,Актобе,Грабёж,50.3199,57.1816,3
2024-09-23,Алматы,Алматы,Кража,43.2188,76.7554,1
2024-09-23,Павлодарская область,Павлодар,Разбой,52.3482,76.9094,3
2024-09-23,Шымкент,Шымкент,Кража,42.3048,69.6445,1
2024-09-23,Карагандинская область,Караганда,Кража,49.8381,73.1062,1
2024-09-24,Жамбылская область,Тараз,Кража,42.9303,71.2857,1
2024-09-24,Акмолинская область,Кокшетау,Грабёж,51.207,71.4745,2
2024-09-24,Кызылординская область,Кызылорда,Грабёж,44.9382,65.54,2
2024-09-24,Мангистауская область,Актау,Разбой,43.6445,51.1541,3
2024-09-25,Шымкент,Шымкент,Грабёж,42.3652,69.6461,3
2024-09-25,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,50.0281,82.6068,4
2024-09-25,Шымкент,Шымкент,Грабёж,42.4167,69.6751,3
2024-09-25,Карагандинская область,Караганда,Разбой,49.7377,73.1961,4
2024-09-25,Астана,Астана,Грабёж,51.1147,71.4326,2
2024-09-25,Алматы,Алматы,Кража,43.1738,76.9259,2
2024-09-25,Кызылординская область,Кызылорда,Грабёж,44.8248,65.4639,3
2024-09-26,Астана,Астана,Разбой,51.1378,71.3997,3
2024-09-26,Акмолинская область,Кокшетау,Разбой,51.1852,71.4747,4
2024-09-26,Астана,Астана,Грабёж,51.1111,71.5358,2
2024-09-27,Алматинская область,Талдыкорган,Кража,43.3022,76.8093,2
2024-09-27,Алматы,Алматы,Кража,43.2528,76.8369,2
2024-09-27,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,50.0779,82.6406,2
2024-09-27,Карагандинская область,Караганда,Кража,49.8664,73.1954,1
2024-09-27,Акмолинская область,Кокшетау,Кража,51.0797,71.4785,1
2024-09-28,Астана,Астана,Грабёж,51.2412,71.4443,2
2024-09-28,Шымкент,Шымкент,Разбой,42.405,69.6621,3
2024-09-28,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0729,82.5247,1
2024-09-28,Астана,Астана,Кража,51.2186,71.4887,1
2024-09-28,Астана,Астана,Кража,51.2037,71.3919,2
2024-09-29,Туркестанская область,Туркестан,Грабёж,43.2893,68.2701,2
2024-09-29,Северо-Казахстанская область,Петропавловск,Грабёж,54.8378,69.1438,2
2024-09-29,Карагандинская область,Караганда,Убийство,49.7598,73.0291,5
2024-09-29,Жамбылская область,Тараз,Кража,42.8679,71.4658,1
2024-09-29,Туркестанская область,Туркестан,Грабёж,43.2303,68.2121,2
2024-09-29,Костанайская область,Костанай,Кража,53.2527,63.675,1
2024-09-29,Костанайская область,Костанай,Кража,53.1199,63.6689,1
2024-09-30,Карагандинская область,Караганда,Убийство,49.8372,73.0705,5
2024-09-30,Алматы,Алматы,Грабёж,43.2247,76.8845,3
2024-09-30,Карагандинская область,Караганда,Мошенничество,49.8704,73.119,3
2024-09-30,Астана,Астана,Кража,51.2556,71.3654,2
2024-09-30,Шымкент,Шымкент,Разбой,42.3322,69.6475,3
2024-09-30,Астана,Астана,Кража,51.2101,71.4741,2
2024-10-01,Астана,Астана,Разбой,51.1403,71.3758,3
2024-10-01,Алматы,Алматы,Кража,43.2898,76.7776,2
2024-10-01,Алматы,Алматы,Грабёж,43.1468,76.779,3
2024-10-01,Алматы,Алматы,Кража,43.2771,76.8915,2
2024-10-01,Алматы,Алматы,Кража,43.2352,76.8117,1
2024-10-01,Алматы,Алматы,Кража,43.2353,76.7788,1
2024-10-01,Алматы,Алматы,Кража,43.2575,76.8927,1
2024-10-01,Карагандинская область,Караганда,Разбой,49.7857,73.1703,3
2024-10-02,Карагандинская область,Караганда,Разбой,49.7708,73.1534,3
2024-10-02,Жамбылская область,Тараз,Кража,42.9499,71.4497,1
2024-10-02,Жамбылская область,Тараз,Грабёж,42.9849,71.3212,3
2024-10-02,Акмолинская область,Кокшетау,Кража,51.0824,71.5436,2
2024-10-02,Костанайская область,Костанай,Грабёж,53.164,63.6733,3
2024-10-02,Алматинская область,Талдыкорган,Грабёж,43.1437,76.8119,3
2024-10-02,Жамбылская область,Тараз,Кража,42.9633,71.3954,1
2024-10-03,Алматинская область,Талдыкорган,Мошенничество,43.1928,76.8734,2
2024-10-03,Шымкент,Шымкент,Мошенничество,42.3558,69.5731,2
2024-10-03,Алматы,Алматы,Грабёж,43.2736,76.7613,3
2024-10-03,Актюбинская область,Актобе,Грабёж,50.3546,57.2587,2
2024-10-03,Карагандинская область,Караганда,Кража,49.7648,73.0748,2
2024-10-04,Астана,Астана,Грабёж,51.1614,71.3787,3
2024-10-04,Алматинская область,Талдыкорган,Кража,43.1646,76.7838,2
2024-10-04,Костанайская область,Костанай,Грабёж,53.2082,63.6242,3
2024-10-04,Костанайская область,Костанай,Грабёж,53.2629,63.6982,2
2024-10-04,Алматы,Алматы,Кража,43.2659,76.8502,1
2024-10-04,Алматинская область,Талдыкорган,Кража,43.2394,76.8656,2
2024-10-04,Акмолинская область,Кокшетау,Кража,51.1562,71.4254,1
2024-10-04,Алматинская область,Талдыкорган,Грабёж,43.3163,76.7614,2
2024-10-05,Алматы,Алматы,Грабёж,43.2278,76.9453,2
2024-10-05,Алматы,Алматы,Разбой,43.1954,76.9374,4
2024-10-05,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0607,82.5955,2
2024-10-05,Астана,Астана,Разбой,51.1199,71.4941,3
2024-10-05,Алматы,Алматы,Грабёж,43.1231,76.8324,2
2024-10-05,Алматы,Алматы,Грабёж,43.1225,76.8778,3
2024-10-05,Западно-Казахстанская область,Уральск,Мошенничество,51.2546,51.3403,2
2024-10-06,Астана,Астана,Разбой,51.2595,71.4885,4
2024-10-06,Актюбинская область,Актобе,Кража,50.3294,57.1583,1
2024-10-06,Актюбинская область,Актобе,Грабёж,50.3786,57.1507,3
2024-10-06,Алматинская область,Талдыкорган,Грабёж,43.1972,76.7779,2
2024-10-06,Алматинская область,Талдыкорган,Грабёж,43.2077,76.8014,3
2024-10-07,Алматы,Алматы,Кража,43.1606,76.9055,1
2024-10-07,Астана,Астана,Кража,51.1059,71.4995,1
2024-10-07,Алматы,Алматы,Грабёж,43.1702,76.8335,3
2024-10-07,Алматы,Алматы,Кража,43.2731,76.7646,1
2024-10-08,Алматы,Алматы,Разбой,43.1827,76.8512,3
2024-10-08,Алматинская область,Талдыкорган,Кража,43.315,76.8275,1
2024-10-08,Алматы,Алматы,Разбой,43.3157,76.9503,3
2024-10-08,Алматы,Алматы,Грабёж,43.2447,76.8404,3
2024-10-08,Жамбылская область,Тараз,Разбой,42.8348,71.3388,3
2024-10-09,Жамбылская область,Тараз,Кража,42.8602,71.2841,2
2024-10-09,Туркестанская область,Туркестан,Разбой,43.372,68.2776,4
2024-10-09,Астана,Астана,Кража,51.2365,71.5342,1
2024-10-09,Костанайская область,Костанай,Кража,53.1852,63.5512,1
2024-10-09,Астана,Астана,Кража,51.214,71.537,1
2024-10-09,Алматы,Алматы,Кража,43.2376,76.8106,1
2024-10-09,Актюбинская область,Актобе,Кража,50.325,57.119,2
2024-10-09,Алматы,Алматы,Убийство,43.2308,76.8543,5
2024-10-09,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9205,82.5979,2
2024-10-09,Алматинская область,Талдыкорган,Разбой,43.2909,76.8335,3
2024-10-09,Павлодарская область,Павлодар,Грабёж,52.2451,77.0379,3
2024-10-10,Алматы,Алматы,Мошенничество,43.2292,76.8876,3
2024-10-10,Алматы,Алматы,Разбой,43.1861,76.7625,3
2024-10-10,Астана,Астана,Разбой,51.2597,71.4099,3
2024-10-10,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0488,82.6413,1
2024-10-11,Алматинская область,Талдыкорган,Грабёж,43.1865,76.8188,2
2024-10-11,Жамбылская область,Тараз,Разбой,42.9796,71.4353,4
2024-10-11,Актюбинская область,Актобе,Кража,50.2,57.2409,2
2024-10-11,Шымкент,Шымкент,Грабёж,42.4358,69.5069,3
2024-10-11,Алматинская область,Талдыкорган,Грабёж,43.1894,76.8768,3
2024-10-12,Астана,Астана,Мошенничество,51.207,71.4787,3
2024-10-12,Алматы,Алматы,Кража,43.276,76.8585,2
2024-10-12,Алматы,Алматы,Кража,43.2275,76.8571,2
2024-10-12,Алматы,Алматы,Грабёж,43.1663,76.899,2
2024-10-12,Атырауская область,Атырау,Кража,47.0255,51.8227,1
2024-10-12,Костанайская область,Костанай,Кража,53.1578,63.6925,2
2024-10-12,Акмолинская область,Кокшетау,Грабёж,51.2115,71.3551,2
2024-10-12,Карагандинская область,Караганда,Убийство,49.724,73.1991,5
2024-10-12,Алматы,Алматы,Кража,43.259,76.849,2
2024-10-12,Павлодарская область,Павлодар,Мошенничество,52.3334,76.8758,3
2024-10-13,Шымкент,Шымкент,Грабёж,42.2606,69.5081,2
2024-10-13,Западно-Казахстанская область,Уральск,Грабёж,51.161,51.3895,3
2024-10-13,Карагандинская область,Караганда,Вымогательство,49.7341,73.1998,4
2024-10-13,Алматы,Алматы,Мошенничество,43.1869,76.8594,2
2024-10-13,Алматы,Алматы,Разбой,43.3131,76.8716,4
2024-10-13,Шымкент,Шымкент,Разбой,42.3023,69.5083,3
2024-10-14,Астана,Астана,Вымогательство,51.1068,71.4494,4
2024-10-14,Алматы,Алматы,Грабёж,43.2577,76.8157,3
2024-10-14,Алматинская область,Талдыкорган,Кража,43.1391,76.7573,2
2024-10-14,Шымкент,Шымкент,Кража,42.3159,69.6831,2
2024-10-14,Акмолинская область,Кокшетау,Кража,51.0889,71.4902,1
2024-10-14,Шымкент,Шымкент,Мошенничество,42.4303,69.5233,2
2024-10-14,Астана,Астана,Мошенничество,51.1707,71.5352,2
2024-10-14,Павлодарская область,Павлодар,Кража,52.2186,76.9713,1
2024-10-15,Шымкент,Шымкент,Кража,42.3918,69.5158,1
2024-10-15,Алматы,Алматы,Грабёж,43.1901,76.8345,3
2024-10-15,Актюбинская область,Актобе,Грабёж,50.3095,57.0741,3
